"companyName","isReviewVerified","reviewCompanyResponse","reviewDate","reviewDescription","reviewLanguage","reviewRatingScore","reviewTitle","reviewUrl"
"OneMain Financial","true","","2023-12-16T00:52:08.000Z","Date of experience: December 15, 2023","all","4","Fairly easy process","https://trustpilot.com/reviews/657cd8987ae5d9253a1feb0c"
"OneMain Financial","true","Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-16T00:47:53.000Z","We walked in not knowing what we would be financed for and Sara made us feel welcomed and at ease. She went through the loan options we had and we were able to pick what we thought was right for us and we were able to get some things done with what we got like our plan was.","all","5","We walked in not knowing what we would…","https://trustpilot.com/reviews/657cd7983e410705c03cd5f8"
"OneMain Financial","true","","2023-12-16T00:44:16.000Z","Date of experience: December 15, 2023","all","5","They were very helpful and professional","https://trustpilot.com/reviews/657cd6bf2124ff7bb096381e"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-16T00:43:41.000Z","Super easy to do and the employee handling my loan was very nice and friendly. Glad to keep doing business with your company.","all","5","Super easy to do and the employee…","https://trustpilot.com/reviews/657cd69c62e45243d001e1e0"
"OneMain Financial","true","","2023-12-16T00:39:27.000Z","The process was quick and easy. Great experience.","all","5","The process was quick and easy","https://trustpilot.com/reviews/657cd59f2077d1b666f1efda"
"OneMain Financial","true","","2023-12-16T00:30:40.000Z","Every thing went well.the person that took care me was very helpful.","all","5","Every thing went well.the person that…","https://trustpilot.com/reviews/657cd3906507717685c69343"
"OneMain Financial","true","","2023-12-16T00:16:11.000Z","Date of experience: December 15, 2023","all","5","Awesome!!!","https://trustpilot.com/reviews/657cd02a23561d49c6bb0ec7"
"OneMain Financial","true","","2023-12-16T00:13:42.000Z","Date of experience: December 15, 2023","all","5","They were helpful & nice","https://trustpilot.com/reviews/657ccf95ad8274d700d32b90"
"OneMain Financial","true","","2023-12-16T00:07:27.000Z","fast and painless","all","5","good customer service","https://trustpilot.com/reviews/657cce1e2119b76ca201be4e"
"OneMain Financial","true","","2023-12-16T00:06:42.000Z","It was quick and easy same day money was to me!!","all","4","It was quick and easy same day money…","https://trustpilot.com/reviews/657ccdf1ccdc890545951633"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-16T00:05:04.000Z","Quick and easy, good technology to facilitate the loan process and helpful loan officer! Great process!","all","5","Quick and easy","https://trustpilot.com/reviews/657ccd8fc177e52c7c0bfa73"
"OneMain Financial","true","","2023-12-16T00:03:25.000Z","Fast easy ! Wonderful Associates!","all","5","Fast easy","https://trustpilot.com/reviews/657ccd2cf3dfaa2dff1136b5"
"OneMain Financial","true","","2023-12-16T00:00:24.000Z","Date of experience: December 15, 2023","all","5","Always a wonderful experience!","https://trustpilot.com/reviews/657ccc77e09d191b63ea9601"
"OneMain Financial","true","","2023-12-15T23:59:57.000Z","The process was easy and very cooperative","all","5","The process was easy and very…","https://trustpilot.com/reviews/657ccc5dfff0a8ba60e96f77"
"OneMain Financial","true","","2023-12-15T23:52:02.000Z","The ladies were friendly and what I needed and took care of it right away","all","4","Friendly Atmosphere","https://trustpilot.com/reviews/657cca819062189a6eb8e691"
"OneMain Financial","true","","2023-12-15T23:50:09.000Z","Ease of doing business. Very easy to understand the process.","all","5","Ease of doing business","https://trustpilot.com/reviews/657cca11cdbe3d8fb81c4410"
"OneMain Financial","true","","2023-12-15T23:49:24.000Z","I had a great experience.. Everyone on the team was helpful..","all","5","I had a great experience with the team.. Everyone was nice..I was able to get the help I needed..","https://trustpilot.com/reviews/657cc9e3953e210391bfe2a3"
"OneMain Financial","true","","2023-12-15T23:46:06.000Z","Good customer service","all","5","Excellent","https://trustpilot.com/reviews/657cc91e4d4647578244038b"
"OneMain Financial","true","","2023-12-15T23:43:09.000Z","They helped me with a loan. And very nice people","all","5","They helped me with a loan","https://trustpilot.com/reviews/657cc86dc58880a44589ab1a"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T23:26:19.000Z","Everything that they helped me with to get my car the way they explained everything to me grade a on how they helped me","all","5","How they helped me","https://trustpilot.com/reviews/657cc47a6149bb28cf888e28"
"OneMain Financial","true","We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T23:23:29.000Z","It was a great experience for me by understanding how these loans work. Randy Roland was a great help expectancy that I am hard of hearing and he wrote things down for me. Some things that I wasn't sure if I needed but I took advantage of it. Hopefully I will make some use of it. Excellent job all around.","all","5","It was a great experience for me by…","https://trustpilot.com/reviews/657cc3d1d9cd0b7a1482cb0f"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T23:22:23.000Z","very helpful courteous explain everything in great detail an was very pleasant to work with they listen to me just great people to work with and yes i would do this again thank you","all","5","very helpful courteous explain…","https://trustpilot.com/reviews/657cc38ea93c6c52bfb484e9"
"OneMain Financial","true","We appreciate your awesome review about your experience with Jasmine! We strive to provide excellent service to all customers. Thank you! -SG
","2023-12-15T23:18:45.000Z","Jasmine was very helpful and told me all of my options. She also explained all parts of the loan application.","all","5","Jasmine was an awesome loan specialist","https://trustpilot.com/reviews/657cc2b4e5e1b6df2238d224"
"OneMain Financial","true","","2023-12-15T23:10:43.000Z","I was treated very well and professional.","all","5","I was treated very well and…","https://trustpilot.com/reviews/657cc0d2d6badb5411b2068b"
"OneMain Financial","true","","2023-12-15T23:03:43.000Z","Awesome service. Quick in and out, since most of the work was completed ahead of time.","all","5","Awesome service","https://trustpilot.com/reviews/657cbf2f258145b709c59fb6"
"OneMain Financial","true","We take pride in providing excellent service and we are so glad you had a positive experience with Chris. Thank you for sharing! -SG
","2023-12-15T23:02:44.000Z","Chris was very easy to work with. The whole experience was quick and professional.","all","4","Chris was very easy to work with","https://trustpilot.com/reviews/657cbef4b9c78663b3a848a8"
"OneMain Financial","true","","2023-12-15T23:01:24.000Z","Fast service the employee was very helpful and nice.","all","5","Fast service the employee was very…","https://trustpilot.com/reviews/657cbea3dc7472bb25c2af00"
"OneMain Financial","true","","2023-12-15T22:57:49.000Z","Professionalism and courtesy in providing services","all","5","Professionalism and courtesy in…","https://trustpilot.com/reviews/657cbdcd389a2d45447ff724"
"OneMain Financial","false","We'd like to learn more to see how we can help. Please send us an email at omfsocial@omf.com with subject line ""Trustpilot complaint"" and include your first and last name, Trustpilot username, phone number, zip code, and a few additional details about your experience. -SG
","2023-12-15T22:56:59.000Z","Customer service was horrible. Was given the run around with 7, I repeat 7 different people Jared, Breanna, Vanessa, are 3 that gave me the most run around. Would not recommend this place to anyone. Worse service I have ever received. One main is a joke.","all","1","Customer service was horrible","https://trustpilot.com/reviews/657cbd9b679e462ea8a5434b"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T22:56:49.000Z","The woman who I applied for the loan with on the phone . She was very helpful and very informative..It made it easier for me !","all","5","The woman who I applied for the loan…","https://trustpilot.com/reviews/657cbd9074061aa66edf13ed"
"OneMain Financial","true","","2023-12-15T22:53:27.000Z","The service was great and explained every detail and questions i had","all","5","The service was great and explained…","https://trustpilot.com/reviews/657cbcc64143a2e601262ba7"
"OneMain Financial","true","","2023-12-15T22:52:09.000Z","Date of experience: December 15, 2023","all","5","ease of paperwork and transperency","https://trustpilot.com/reviews/657cbc790208460d07c12887"
"OneMain Financial","true","","2023-12-15T22:50:10.000Z","The application and follow up conversations made it easy to complete the loan process.","all","5","Easy Peasy","https://trustpilot.com/reviews/657cbc015fbb8aa0099c0091"
"OneMain Financial","true","","2023-12-15T22:47:28.000Z","Date of experience: December 15, 2023","all","5","everything","https://trustpilot.com/reviews/657cbb5fc12896fac9cbaeeb"
"OneMain Financial","true","","2023-12-15T22:43:52.000Z","The representative was friendly and knowledgeable and attentive to my needs.","all","5","The representative was friendly and…","https://trustpilot.com/reviews/657cba88df62f89f28b7b1e1"
"OneMain Financial","true","Thank you so much for taking the time to leave us this amazing review about your experience with Nitzia. We're so glad we could help. -SG
","2023-12-15T22:37:35.000Z","Ms. Carrejo,
Was very helpful with expediting the long and most of all she was very friendly and professional","all","5","Ms Carrejo","https://trustpilot.com/reviews/657cb90e2863b31cf40b45a3"
"OneMain Financial","true","","2023-12-15T22:36:24.000Z","Date of experience: December 15, 2023","all","2","Everything was fine.","https://trustpilot.com/reviews/657cb8c775715127708d3990"
"OneMain Financial","true","","2023-12-15T22:35:02.000Z","Everyone is very nice and offers great help in what we need","all","5","Everyone is very nice and offers great…","https://trustpilot.com/reviews/657cb8751ff5264b7816a234"
"OneMain Financial","true","Hello Irma! Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T22:34:42.000Z","They had everything ready when I got there so it made things fast and they were friendly and very helpful","all","5","They had everything ready when I got…","https://trustpilot.com/reviews/657cb862cb04ad5e79f1f8ea"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-18T19:14:20.000Z","Your very professional, Very easy to talk with. The best team. I would refer you to others. Ty.","all","5","Your very professional","https://trustpilot.com/reviews/657cb76a0ddd12052206ced3"
"OneMain Financial","true","Hi Teresa! Thank you so much for taking the time to leave us this amazing review about your experience with Heather. We're so glad we could help. -SG
","2023-12-15T22:27:39.000Z","Heather was so friendly and knowledgeable. She offered an easy way to complete closing on the loan.","all","5","Heather was so friendly and…","https://trustpilot.com/reviews/657cb6baf127906c7e7e05ca"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T22:24:26.000Z","Hello from the point I found out being financie by you and talk with you very nice welcoming great customer care service and benefits payments and terms I like the caring follow ups as well thank you 😊","all","5","Hello from the point I found out being…","https://trustpilot.com/reviews/657cb5f9d83c253da9b4e9ac"
"OneMain Financial","true","Hi Maria! We appreciate your awesome review about your experience with Fernando! We strive to provide excellent service to all customers. Thank you! -SG
","2023-12-15T22:22:00.000Z","Experience was great. Fernando and staff were very fast and attentive with helping us meet our loan needs.
Thank You! 😊","all","5","Experience was great!","https://trustpilot.com/reviews/657cb56814349566bdee44dc"
"OneMain Financial","true","That's what we love to hear, Patricia! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2023-12-15T22:21:30.000Z","One Main was excellent answer all questions made sure you understood everything and explain exactly what the loan was.","all","5","One Main was excellent answer all…","https://trustpilot.com/reviews/657cb54913c4e0823fad0a05"
"OneMain Financial","true","","2023-12-15T22:20:31.000Z","Date of experience: December 15, 2023","all","4","Overall it was good.","https://trustpilot.com/reviews/657cb50e8d111c2cec075214"
"OneMain Financial","true","Hi Kelly! Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T22:19:45.000Z","The lady that waited on me was awesome !! She explained everything to me.","all","5","The lady that waited on me was awesome…","https://trustpilot.com/reviews/657cb4e1a576b696365b205b"
"OneMain Financial","true","","2023-12-15T22:18:00.000Z","Date of experience: December 15, 2023","all","5","Customer service was wonderful..","https://trustpilot.com/reviews/657cb47802b3ee09f13f2723"
"OneMain Financial","true","We love to read great things about our customers’ interactions with Vicki. Thank you for sharing your experience with us! -SG
","2023-12-15T22:17:51.000Z","Vicki was such a knowledgeable and professional rockstar! She was incredibly helpful and kind and I appreciate how smooth she made the whole process!","all","5","Vicki was such a knowledgeable and…","https://trustpilot.com/reviews/657cb46f4ba2fc480f4b232d"
"OneMain Financial","true","Hi Patricia! Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T22:17:34.000Z","my experience was awesome thank you for taking the time out to explain everything.","all","5","my experience was awesome thank you for…","https://trustpilot.com/reviews/657cb45d492af20a72d75848"
"OneMain Financial","true","Hi Vernon! Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T22:16:52.000Z","They gave me 3 options and everything was done over the phone on my lunch break and the money was in my account the next day..I have gotten a loan from them in the past and it took hours.","all","5","They gave me 3 options","https://trustpilot.com/reviews/657cb4336eec6e5161e9865b"
"OneMain Financial","true","Hi Marlene! We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T22:14:55.000Z","Date of experience: December 15, 2023","all","4","Laura was kind","https://trustpilot.com/reviews/657cb3bf60ba455fece06ad9"
"OneMain Financial","true","Hi Leonardo! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T22:13:15.000Z","I have been a member for years. OMF has always been there when I needed help.","all","5","I have been a member for years","https://trustpilot.com/reviews/657cb35ba4a5c2e39a2603eb"
"OneMain Financial","true","","2023-12-15T22:12:42.000Z","Date of experience: December 15, 2023","all","5","Great experience","https://trustpilot.com/reviews/657cb33aa28850adba61f499"
"OneMain Financial","true","Hi Amanda! Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T22:08:52.000Z","I had an amazing experience very professional guided me through everything never pressured me. They were literally on it. I was funded the very next day. I feel so grateful for this company so I could get on top of my finances. I feel very blessed. They did an incredible job I would refer them to anyone.","all","5","I had an amazing experience very…","https://trustpilot.com/reviews/657cb2536e7de78b2e1233a2"
"OneMain Financial","true","","2023-12-15T22:06:29.000Z","I was a approve when I go there and the service was wonderful","all","5","I was a approve when I go there and the…","https://trustpilot.com/reviews/657cb1c48eebda437a5f1f89"
"OneMain Financial","true","","2023-12-15T22:04:17.000Z","Always through, quick and easy to work with","all","5","Great experience","https://trustpilot.com/reviews/657cb14011b9c6bdafac7a65"
"OneMain Financial","true","Hi Halla! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T22:03:10.000Z","I called in about information regarding increasing my loan. The representative was knowledgeable and gave me the information I needed. She was able to get the loan approved quickly once uploaded the requested documents.","all","5","I called in about information regarding…","https://trustpilot.com/reviews/657cb0fd95b1dfa2e20b6ab6"
"OneMain Financial","true","Hi Jeffrey! Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T22:02:15.000Z","The young lady who helped me was kind nice friendly and helpful. Thank you for helping me.","all","5","The young lady who helped me was kind…","https://trustpilot.com/reviews/657cb0c7a90250e3e16e1f15"
"OneMain Financial","true","","2023-12-15T22:01:40.000Z","Date of experience: December 15, 2023","all","5","Outstanding","https://trustpilot.com/reviews/657cb0a4398078d4931282af"
"OneMain Financial","true","Hi Anne! We take pride in providing excellent service and we are so glad you had a positive experience with Hugo. Thank you for sharing! -SG
","2023-12-15T22:01:31.000Z","Hugo was very helpful. Great guidance and fast transaction!","all","5","Hugo was very helpful","https://trustpilot.com/reviews/657cb09acc21933d4d9011f4"
"OneMain Financial","true","Hi Alberto! We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T22:00:36.000Z","We'll it's has been very helpful to assisting with my needs.","all","4","We'll it's has been very helpful to…","https://trustpilot.com/reviews/657cb063ac7ca83dae77833c"
"OneMain Financial","true","That's what we love to hear, Rochelle! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2023-12-15T22:00:32.000Z","you guys really worked with me and were very professional about everything","all","5","you guys really worked with me and were…","https://trustpilot.com/reviews/657cb060f58490db39e6a91e"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:57:59.000Z","It was very easy and took me less than an hour to get all i need. very easy loan process.","all","5","It was very easy and took me less than…","https://trustpilot.com/reviews/657cafc61a1dcd45fcbdbe75"
"OneMain Financial","true","We take pride in providing excellent service and we are so glad you had a positive experience with Lisa. Thank you for sharing! -SG
","2023-12-15T21:57:59.000Z","LISA MADE ME FEEL VERY COMFORTABLE AND SHE WAS SOOOOOO CONSIDERATE OF WHAT I WAS DOING...NOT EASY FOR SOMEONE HAVING TO GET A LOAN....THANK YOU LISA","all","5","AT ONE MAIN THEY ARE ALL COMPASSINATE","https://trustpilot.com/reviews/657cafc67231f66ffa3ba83d"
"OneMain Financial","true","","2023-12-15T21:56:52.000Z","Very courteous and thoughtful and explaining everything.","all","5","Very courteous and thoughtful and…","https://trustpilot.com/reviews/657caf8491a67b4a5cc80e4b"
"OneMain Financial","true","Hi Cynthia! Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T21:55:55.000Z","I received a notice in the mail and called to inquire about a loan talked with Amy I believe she was very helpful. She took my information and the next called me to tell me I was approved.","all","5","I received a notice in the mail and…","https://trustpilot.com/reviews/657caf4bde87379be26d5350"
"OneMain Financial","true","Hi Martin! That's what we love to hear! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2023-12-15T21:54:34.000Z","Your agent was friendly and explained everything to me in a manner that I understood easily.
My only regret is that I didn't request a little bit more on my loan!","all","5","Your agent was friendly and explained…","https://trustpilot.com/reviews/657caefa4dca05feeb9cb23d"
"OneMain Financial","true","Hi Jamie! We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T21:54:26.000Z","I had no problems the ladies were very nice had no problem with the check","all","5","I had no problems the ladies were very…","https://trustpilot.com/reviews/657caef162ddd87243d638b0"
"OneMain Financial","true","Hi Latroy! Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T21:53:28.000Z","My experience was a very grateful one everybody was a pleasure to work with.","all","5","My experience was a very grateful one…","https://trustpilot.com/reviews/657caeb836a98906598ace14"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:53:22.000Z","It was a great help to me! The staff was very supportive and nice. Thank you very much! It was also a very simple and easy process. Sheila Presson","all","5","It was a great help to me","https://trustpilot.com/reviews/657caeb1432cfcfa4fd61164"
"OneMain Financial","true","","2023-12-15T21:50:54.000Z","Date of experience: December 05, 2023","all","5","Staff if always friendly and helpful","https://trustpilot.com/reviews/657cae1da122b7f3d0e03685"
"OneMain Financial","true","That's what we love to hear, Sheila! Thank you for sharing your experience with us. Our team members work very hard to make sure they understand and meet our customer's needs! -SG
","2023-12-15T21:50:19.000Z","Fast easy and very friendly and helpful I'm grateful thank you I would recommend you to all ppl in need of a car loan great job","all","5","Fast easy and very friendly and helpful…","https://trustpilot.com/reviews/657cadfa1b0de5e9b62df048"
"OneMain Financial","true","Hi Rose! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:49:15.000Z","I did not have to wait to see a representative, everything for the loan was explained and shown to me. I'm sure to let anyone who is interested in a loan come see you.","all","5","Over the Moon","https://trustpilot.com/reviews/657cadbac76159b166ebcf7d"
"OneMain Financial","true","","2023-12-15T21:48:48.000Z","Date of experience: December 15, 2023","all","5","It was great","https://trustpilot.com/reviews/657cada0f393311c27c0130a"
"OneMain Financial","true","We love to read great things about our customers’ interactions with Joan. Thank you for sharing your experience with us! -SG
","2023-12-15T21:48:45.000Z","Fast and easy. Joan was a delight to work with.","all","5","Fast and easy","https://trustpilot.com/reviews/657cad9c9833dbdfd15c7a2b"
"OneMain Financial","true","We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T21:48:20.000Z","Easy application process, agent was very helpful and knowledgeable.","all","5","Easy application process","https://trustpilot.com/reviews/657cad847d5559e923fb4be9"
"OneMain Financial","true","","2023-12-15T21:48:15.000Z","Loan officer was thorough and quick.","all","5","Great office","https://trustpilot.com/reviews/657cad7e3a8b748362b51e91"
"OneMain Financial","true","Hi Shannon! Thank you for your kind words. Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:47:21.000Z","Very efficient and effective. Customer service lady was outstanding","all","5","Very efficient and effective","https://trustpilot.com/reviews/657cad492e1ff92e4fb2700d"
"OneMain Financial","true","Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:45:48.000Z","The attitude of everyone working in the office. Patience they had. Willingness to help.","all","5","The attitude of everyone working in the…","https://trustpilot.com/reviews/657cacebcd066efe1ca272c8"
"OneMain Financial","true","","2023-12-15T21:45:24.000Z","Date of experience: December 15, 2023","all","4","It was really fast & so nice","https://trustpilot.com/reviews/657cacd3164b972b76186332"
"OneMain Financial","true","","2023-12-15T21:45:09.000Z","Date of experience: December 15, 2023","all","5","Great service","https://trustpilot.com/reviews/657cacc4c36295b366b40f9e"
"OneMain Financial","true","Thank you for choosing us and for sharing your experience! Improving finances is a journey and we're glad to start that process with you. Don't forget to take advantage of our helpful articles, tools, and tips at: https://www.onemainfinancial.com/resources -SG
","2023-12-15T21:45:00.000Z","The staff at Logan Wv was very nice to us explained everything they was awesome now on other hand the office in mascot WV stop in there few days earlier told them I was thinking on a loan they was very rude hateful unprofessional!!! So very thankful for office in Logan WV","all","5","The staff at Logan Wv was very nice to…","https://trustpilot.com/reviews/657cacbb549c51a64df7e3db"
"OneMain Financial","true","We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T21:44:54.000Z","Date of experience: December 15, 2023","all","5","Very quick and good customer service","https://trustpilot.com/reviews/657cacb589119bed00d37a38"
"OneMain Financial","true","Hello Arlene! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:44:04.000Z","I had a nice friendy loan officer. I got what I needed
Thank you","all","5","I had a nice friendy loan officer","https://trustpilot.com/reviews/657cac8314e6bceff3022495"
"OneMain Financial","true","Thank you for your kind words, Debra! Every step counts and leads to better financial health. We’re proud to be on the journey with you. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:44:00.000Z","Very friendly environment, fast response for loan approval and I would definitely recommend","all","5","Very friendly environment","https://trustpilot.com/reviews/657cac80d26f7304b8b3120d"
"OneMain Financial","true","Hi Mary! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-15T21:43:52.000Z","I have forgotten her name. She was knowledgeable and friendly. I was very pleased. She had a gliche and the other employee came and helped her out fas they b problem solved together. I felt important and the conversation was such that I NEVER felt judged which was important to me. Please give her a bonus ( wish I could remember her name). I believe she was manager","all","5","I have forgotten her name","https://trustpilot.com/reviews/657cac788ad03775adfc2b53"
"OneMain Financial","true","","2023-12-15T21:43:14.000Z","Because you went ahead and approved me and it was urgent","all","5","Thumbs up to you all","https://trustpilot.com/reviews/657cac52b91b90009d5fae05"
"OneMain Financial","true","Hello Michael! We really appreciate you taking the time to leave such a positive review. We aim to provide an excellent experience for all of our customers and we are so happy that we were able to do that for you. Thanks again! -SG
","2023-12-15T21:43:10.000Z","Interpersonal communication was a big part of the positive. Felt good doing business with your team in Denton.","all","5","Interpersonal communication was a big…","https://trustpilot.com/reviews/657cac4ef088d18e02ee3100"
"OneMain Financial","true","","2023-12-15T21:42:23.000Z","Everyone is pleasant and highly experienced.","all","5","Everyone is pleasant and highly…","https://trustpilot.com/reviews/657cac1f1de30165568499be"
"OneMain Financial","true","","2023-12-15T21:41:28.000Z","Date of experience: December 15, 2023","all","5","thanks for helping","https://trustpilot.com/reviews/657cabe7d89fd7ec93aa4caf"
"OneMain Financial","true","Thank you for the positive feedback, Thomas. - ck","2023-12-14T23:55:21.000Z","One Main is a great ledpndind institution. Took 4 days to get my loan.","all","5","They fo not have acceptance standards such as sofi","https://trustpilot.com/reviews/657b79c820daa3b1d8f7d0d2"
"OneMain Financial","true","Hello Carolyn! Putting customers first is what we’re all about. Thanks for the positive feedback. Don't forget: You may also manage your account online with our online account management tool, which you can find here: http://spr.ly/AccountManagement -SG
","2023-12-14T18:56:10.000Z","The young man who handled my loan was very professional and customer friendly.","all","5","great customer serviced","https://trustpilot.com/reviews/657b33a98ee4558903a98fa2"
"OneMain Financial","false","Hi Angela. Thank you so much for taking the time to leave a review for Kasey. Our team members strive to provide professional and friendly service to all of our customers. We truly do appreciate the recognition. -SG
","2023-12-14T07:03:38.000Z","Kasey was very helpful with with assisting me with my Business Matter.","all","5","Kasey was very helpful with with…","https://trustpilot.com/reviews/657a8ca9c75b0c7a5f370165"
